circuit_id,candidate_id,combo_index,status,selection_status,selection_error,source_methods,decomposition_keys,candidate_indices,num_blocks,num_gadget_blocks,num_no_gadget_blocks,gadget_block_fraction,uses_any_gadget_source,block_tcount_sum,block_tdepth_sum,structural_cost,alphaq_target_status,alphaq_target_error,alphaq_nc_core_area_ratio,alphaq_dependency_core_area_ratio,alphaq_nc_core_area_delta_vs_original,alphaq_dependency_core_area_delta_vs_original,alphaq_nc_core_depth_ratio,alphaq_nc_core_width_ratio,alphaq_dependency_core_depth_ratio,alphaq_dependency_core_width_ratio,alphaq_total_depth_ratio,alphaq_total_area_ratio,alphaq_border_status,alphaq_border_error,alphaq_total_depth,alphaq_total_width,alphaq_total_area,alphaq_nc_core_depth,alphaq_nc_core_width,alphaq_nc_core_area,alphaq_core_tcount,alphaq_crossing_closure_count,alphaq_dependency_core_depth,alphaq_dependency_core_width,alphaq_dependency_core_area,alphaq_dependency_core_size,alphaq_dependency_core_tcount,alphaq_dependency_entangling_count,alphaq_dependency_closure_rounds,alphaq_dependency_internal_edge_count,alphaq_dependency_boundary_edge_count,alphaq_dependency_component_count,alphaq_dependency_largest_component_size,alphaq_dependency_largest_component_fraction,alphaq_dependency_chain_depth,alphaq_dependency_edge_density,alphaq_left_nc_core_depth,alphaq_left_nc_core_width,alphaq_left_nc_core_area,alphaq_left_crossing_closure_count,alphaq_right_nc_core_depth,alphaq_right_nc_core_width,alphaq_right_nc_core_area,alphaq_right_crossing_closure_count,alphaq_prefix_clifford_depth,alphaq_suffix_clifford_depth,alphaq_clifford_shaved_depth_fraction,primary_nc_depth_ratio,primary_nc_depth_delta_vs_original,zx_total_depth_ratio,qasm_depth_ratio,tcount_ratio,tdepth_ratio,gate_count_ratio,tcount_after,tdepth_after,depth_after,gate_count_after,rho_t,rho_w,n_clifford_blocks,n_nonclifford_blocks,avg_nonclifford_block_len,hadamard_boundary_density,tdepth_over_tcount,candidate_qasm_path
gf_2pow2_mult,gf_2pow2_mult:combo7,7,ok,ok,,public_resynth_no_gadgets,gf_2pow2_mult_comp2,7,1,0,1,0.0,0,17,12,1.6904761904761905,ok,,1.4523809523809523,1.6904761904761905,0.5238095238095237,0.7142857142857143,1.4523809523809523,1.0,1.6904761904761905,1.0,3.4523809523809526,3.4523809523809526,ok,,145,6,870,61,6,366,17,54,71,6,426,86,17,69,3,136,24,1,86,1.0,71,1.6,134,6,804,127,72,6,432,61,11,73,0.5793103448275863,1.7272727272727273,0.75,3.7954545454545454,3.4523809523809526,0.6071428571428571,1.5,3.19672131147541,17,12,145,195,0.08717948717948718,0.4885057471264368,18,17,1.0,0.029411764705882353,0.7058823529411765,results/public_resynth_structural/public_resynth_structural/gf_2pow2_mult/structural_combinations/combo7/assembled.qasm
gf_2pow2_mult,gf_2pow2_mult:combo8,8,ok,ok,,public_resynth_no_gadgets,gf_2pow2_mult_comp2,8,1,0,1,0.0,0,17,6,3.261904761904762,ok,,1.7857142857142858,3.261904761904762,0.8571428571428572,2.2857142857142856,1.7857142857142858,1.0,3.261904761904762,1.0,3.7142857142857144,3.7142857142857144,ok,,156,6,936,75,6,450,17,62,137,6,822,156,17,139,13,256,42,1,156,1.0,137,1.6516129032258065,145,6,870,132,86,6,516,69,11,70,0.5192307692307693,2.022727272727273,1.0454545454545456,3.9545454545454546,3.7142857142857144,0.6071428571428571,0.75,3.1147540983606556,17,6,156,190,0.08947368421052632,0.4956268221574344,18,17,1.0,0.0,0.35294117647058826,results/public_resynth_structural/public_resynth_structural/gf_2pow2_mult/structural_combinations/combo8/assembled.qasm
gf_2pow2_mult,gf_2pow2_mult:combo9,9,ok,ok,,public_resynth_gadgets,gf_2pow2_mult_comp2,0,1,1,0,1.0,1,21,8,2.9285714285714284,ok,,1.4761904761904763,2.9285714285714284,0.5476190476190477,1.952380952380952,1.4761904761904763,1.0,2.9285714285714284,1.0,3.857142857142857,3.857142857142857,ok,,162,6,972,62,6,372,21,40,123,6,738,168,21,122,16,249,54,1,168,1.0,123,1.4910179640718564,147,6,882,122,77,6,462,51,15,85,0.6172839506172839,1.9090909090909092,0.9318181818181819,4.363636363636363,3.857142857142857,0.75,1.0,3.9344262295081966,21,8,162,240,0.0875,0.48951048951048953,16,15,1.4,0.3,0.38095238095238093,results/public_resynth_structural/public_resynth_structural/gf_2pow2_mult/structural_combinations/combo9/assembled.qasm
gf_2pow2_mult,gf_2pow2_mult:combo10,10,ok,ok,,public_resynth_gadgets,gf_2pow2_mult_comp2,1,1,1,0,1.0,1,21,5,1.8333333333333333,ok,,1.4285714285714286,1.8333333333333333,0.5,0.8571428571428571,1.4285714285714286,1.0,1.8333333333333333,1.0,3.761904761904762,3.761904761904762,ok,,158,6,948,60,6,360,21,40,77,6,462,113,21,66,5,152,42,1,113,1.0,77,1.3571428571428572,144,6,864,123,74,6,444,49,14,84,0.620253164556962,1.9318181818181819,0.9545454545454546,4.409090909090909,3.761904761904762,0.75,0.625,3.9672131147540983,21,5,158,242,0.08677685950413223,0.4872389791183295,16,15,1.4,0.3,0.23809523809523808,results/public_resynth_structural/public_resynth_structural/gf_2pow2_mult/structural_combinations/combo10/assembled.qasm
gf_2pow2_mult,gf_2pow2_mult:combo11,11,ok,ok,,public_resynth_gadgets,gf_2pow2_mult_comp2,2,1,1,0,1.0,1,21,6,1.5,ok,,1.2619047619047619,1.5,0.33333333333333326,0.5238095238095238,1.2619047619047619,1.0,1.5,1.0,3.5,3.5,ok,,147,6,882,53,6,318,21,33,63,6,378,93,21,48,4,129,20,1,93,1.0,63,1.4021739130434783,132,6,792,110,68,6,408,44,15,79,0.6394557823129252,1.7272727272727273,0.75,4.045454545454546,3.5,0.75,0.75,3.6885245901639343,21,6,147,225,0.09333333333333334,0.5072463768115942,16,15,1.4,0.3,0.2857142857142857,results/public_resynth_structural/public_resynth_structural/gf_2pow2_mult/structural_combinations/combo11/assembled.qasm
gf_2pow2_mult,gf_2pow2_mult:combo12,12,ok,ok,,public_resynth_gadgets,gf_2pow2_mult_comp2,3,1,1,0,1.0,1,21,6,3.0952380952380953,ok,,1.4047619047619047,3.0952380952380953,0.47619047619047605,2.119047619047619,1.4047619047619047,1.0,3.0952380952380953,1.0,3.7857142857142856,3.7857142857142856,ok,,159,6,954,59,6,354,21,41,130,6,780,182,21,135,17,265,76,1,182,1.0,130,1.4640883977900552,143,6,858,124,75,6,450,53,16,84,0.6289308176100629,2.0,1.0227272727272727,4.431818181818182,3.7857142857142856,0.75,0.75,4.098360655737705,21,6,159,250,0.084,0.4783599088838269,16,15,1.4,0.3,0.2857142857142857,results/public_resynth_structural/public_resynth_structural/gf_2pow2_mult/structural_combinations/combo12/assembled.qasm
gf_2pow2_mult,gf_2pow2_mult:combo13,13,ok,ok,,public_resynth_gadgets,gf_2pow2_mult_comp2,4,1,1,0,1.0,1,21,10,2.238095238095238,ok,,1.619047619047619,2.238095238095238,0.6904761904761905,1.2619047619047619,1.619047619047619,1.0,2.238095238095238,1.0,4.214285714285714,4.214285714285714,ok,,177,6,1062,68,6,408,21,47,94,6,564,126,21,79,6,179,40,1,126,1.0,94,1.432,160,6,960,132,85,6,510,60,17,92,0.615819209039548,2.159090909090909,1.1818181818181819,4.704545454545454,4.214285714285714,0.75,1.25,4.163934426229508,21,10,177,254,0.08267716535433071,0.47404063205417607,16,15,1.4,0.3,0.47619047619047616,results/public_resynth_structural/public_resynth_structural/gf_2pow2_mult/structural_combinations/combo13/assembled.qasm
gf_2pow2_mult,gf_2pow2_mult:combo14,14,ok,ok,,public_resynth_gadgets,gf_2pow2_mult_comp2,5,1,1,0,1.0,1,21,9,3.1666666666666665,ok,,1.5238095238095237,3.1666666666666665,0.5952380952380951,2.1904761904761902,1.5238095238095237,1.0,3.1666666666666665,1.0,3.857142857142857,3.857142857142857,ok,,162,6,972,64,6,384,21,44,133,6,798,181,21,134,13,265,70,1,181,1.0,133,1.4722222222222223,148,6,888,125,78,6,468,54,14,84,0.6049382716049383,2.0,1.0227272727272727,4.454545454545454,3.857142857142857,0.75,1.125,3.9836065573770494,21,9,162,243,0.08641975308641975,0.4861111111111111,16,15,1.4,0.3,0.42857142857142855,results/public_resynth_structural/public_resynth_structural/gf_2pow2_mult/structural_combinations/combo14/assembled.qasm
gf_2pow2_mult,gf_2pow2_mult:combo15,15,ok,ok,,public_resynth_gadgets,gf_2pow2_mult_comp2,6,1,1,0,1.0,1,21,12,3.3095238095238093,ok,,1.5952380952380953,3.3095238095238093,0.6666666666666667,2.333333333333333,1.5952380952380953,1.0,3.3095238095238093,1.0,4.0476190476190474,4.0476190476190474,ok,,170,6,1020,67,6,402,21,45,139,6,834,187,21,140,18,276,70,1,187,1.0,139,1.4838709677419355,153,6,918,127,84,6,504,59,17,86,0.6058823529411764,2.159090909090909,1.1818181818181819,4.590909090909091,4.0476190476190474,0.75,1.5,4.081967213114754,21,12,170,249,0.08433734939759036,0.4794520547945205,16,15,1.4,0.3,0.5714285714285714,results/public_resynth_structural/public_resynth_structural/gf_2pow2_mult/structural_combinations/combo15/assembled.qasm
gf_2pow2_mult,gf_2pow2_mult:combo16,16,ok,ok,,public_resynth_gadgets,gf_2pow2_mult_comp2,7,1,1,0,1.0,1,21,5,2.0952380952380953,ok,,1.5476190476190477,2.0952380952380953,0.6190476190476191,1.119047619047619,1.5476190476190477,1.0,2.0952380952380953,1.0,4.0476190476190474,4.0476190476190474,ok,,170,6,1020,65,6,390,21,44,88,6,528,121,21,74,5,172,42,1,121,1.0,88,1.4333333333333333,152,6,912,126,83,6,498,58,18,87,0.6176470588235294,2.159090909090909,1.1818181818181819,4.636363636363637,4.0476190476190474,0.75,0.625,4.098360655737705,21,5,170,250,0.084,0.4783599088838269,16,15,1.4,0.3,0.23809523809523808,results/public_resynth_structural/public_resynth_structural/gf_2pow2_mult/structural_combinations/combo16/assembled.qasm
gf_2pow2_mult,gf_2pow2_mult:combo17,17,ok,ok,,public_resynth_gadgets,gf_2pow2_mult_comp2,8,1,1,0,1.0,1,21,6,2.9761904761904763,ok,,1.2857142857142858,2.9761904761904763,0.3571428571428572,2.0,1.2857142857142858,1.0,2.9761904761904763,1.0,3.7142857142857144,3.7142857142857144,ok,,156,6,936,54,6,324,21,37,125,6,750,176,21,130,19,257,66,1,176,1.0,125,1.4685714285714286,139,6,834,119,71,6,426,51,17,85,0.6538461538461539,1.8636363636363635,0.8863636363636362,4.340909090909091,3.7142857142857144,0.75,0.75,3.9508196721311477,21,6,156,241,0.08713692946058091,0.4883720930232558,16,15,1.4,0.3,0.2857142857142857,results/public_resynth_structural/public_resynth_structural/gf_2pow2_mult/structural_combinations/combo17/assembled.qasm
hwb_6,hwb_6:combo0,0,ok,ok,,public_resynth_no_gadgets,hwb_6,0,1,0,1,0.0,0,51,14,26.06553755522828,ok,,13.659057437407952,26.06553755522828,12.715758468335787,25.09131075110457,3.5412371134020617,3.857142857142857,6.757731958762887,3.857142857142857,7.170103092783505,27.656111929307805,ok,,1391,27,37557,687,27,18549,51,687,1311,27,35397,1574,51,1523,25,2790,401,1,1574,1.0,1311,1.7736808645899556,1365,27,36855,1497,713,27,19251,713,27,678,0.5068296189791517,3.493087557603687,2.525345622119816,7.617511520737327,7.170103092783505,0.4857142857142857,0.5833333333333334,5.896551724137931,51,14,1391,1881,0.02711323763955343,0.21794871794871795,52,51,1.0,0.0392156862745098,0.27450980392156865,results/public_resynth_structural/public_resynth_structural/hwb_6/structural_combinations/combo0/assembled.qasm
hwb_6,hwb_6:combo1,1,ok,ok,,public_resynth_no_gadgets,hwb_6,1,1,0,1,0.0,0,51,11,27.298232695139912,ok,,14.812223858615612,27.298232695139912,13.868924889543447,26.324005891016203,3.8402061855670104,3.857142857142857,7.077319587628866,3.857142857142857,7.515463917525773,28.98821796759941,ok,,1458,27,39366,745,27,20115,51,777,1373,27,37071,1665,51,1614,23,2970,403,1,1665,1.0,1373,1.7848557692307692,1432,27,38664,1586,771,27,20817,805,26,687,0.4890260631001372,3.751152073732719,2.783410138248848,7.838709677419355,7.515463917525773,0.4857142857142857,0.4583333333333333,6.169278996865204,51,11,1458,1968,0.025914634146341462,0.21013597033374537,52,51,1.0,0.0196078431372549,0.21568627450980393,results/public_resynth_structural/public_resynth_structural/hwb_6/structural_combinations/combo1/assembled.qasm
hwb_6,hwb_6:combo2,2,ok,ok,,public_resynth_no_gadgets,hwb_6,2,1,0,1,0.0,0,51,11,24.693667157584684,ok,,12.446244477172312,24.693667157584684,11.502945508100147,23.719440353460975,3.2268041237113403,3.857142857142857,6.402061855670103,3.857142857142857,6.819587628865979,26.304123711340207,ok,,1323,27,35721,626,27,16902,51,649,1242,27,33534,1527,51,1476,22,2697,395,1,1527,1.0,1242,1.7673656618610747,1296,27,34992,1450,653,27,17631,675,27,674,0.5298563869992441,3.28110599078341,2.313364055299539,7.304147465437788,6.819587628865979,0.4857142857142857,0.4583333333333333,5.724137931034483,51,11,1323,1826,0.02792990142387733,0.22319474835886213,51,50,1.02,0.02,0.21568627450980393,results/public_resynth_structural/public_resynth_structural/hwb_6/structural_combinations/combo2/assembled.qasm
hwb_6,hwb_6:combo3,3,ok,ok,,public_resynth_no_gadgets,hwb_6,3,1,0,1,0.0,0,51,12,28.153166421207658,ok,,15.647275405007363,28.153166421207658,14.703976435935198,27.178939617083948,4.056701030927835,3.857142857142857,7.298969072164948,3.857142857142857,7.762886597938144,29.94256259204713,ok,,1506,27,40662,787,27,21249,51,799,1416,27,38232,1683,51,1632,24,3001,401,1,1683,1.0,1416,1.7841854934601664,1479,27,39933,1606,814,27,21978,825,27,692,0.47742363877822047,3.9585253456221197,2.9907834101382487,8.036866359447005,7.762886597938144,0.4857142857142857,0.5,6.216300940438871,51,12,1506,1983,0.025718608169440244,0.20884520884520885,52,51,1.0,0.0196078431372549,0.23529411764705882,results/public_resynth_structural/public_resynth_structural/hwb_6/structural_combinations/combo3/assembled.qasm
hwb_6,hwb_6:combo4,4,ok,ok,,public_resynth_no_gadgets,hwb_6,4,1,0,1,0.0,0,51,18,26.62223858615611,ok,,14.096465390279823,26.62223858615611,13.153166421207658,25.648011782032402,3.654639175257732,3.857142857142857,6.902061855670103,3.857142857142857,7.381443298969073,28.471281296023562,ok,,1432,27,38664,709,27,19143,51,714,1339,27,36153,1615,51,1564,25,2850,441,1,1615,1.0,1339,1.7657992565055762,1405,27,37935,1538,736,27,19872,740,27,696,0.5048882681564246,3.5668202764976957,2.5990783410138247,7.847926267281106,7.381443298969073,0.4857142857142857,0.75,6.131661442006269,51,18,1432,1956,0.02607361963190184,0.2111801242236025,51,50,1.02,0.01,0.35294117647058826,results/public_resynth_structural/public_resynth_structural/hwb_6/structural_combinations/combo4/assembled.qasm
hwb_6,hwb_6:combo5,5,ok,ok,,public_resynth_no_gadgets,hwb_6,5,1,0,1,0.0,0,51,16,28.192930780559646,ok,,15.746686303387333,28.192930780559646,14.803387334315168,27.218703976435936,4.082474226804123,3.857142857142857,7.309278350515464,3.857142857142857,7.737113402061856,29.843151693667156,ok,,1501,27,40527,792,27,21384,51,783,1418,27,38286,1675,51,1624,24,2980,417,1,1675,1.0,1418,1.7801672640382318,1475,27,39825,1599,818,27,22086,808,26,683,0.47235176548967356,3.880184331797235,2.912442396313364,8.073732718894009,7.737113402061856,0.4857142857142857,0.6666666666666666,6.2727272727272725,51,16,1501,2001,0.025487256371814093,0.2073170731707317,52,51,1.0,0.0196078431372549,0.3137254901960784,results/public_resynth_structural/public_resynth_structural/hwb_6/structural_combinations/combo5/assembled.qasm
hwb_6,hwb_6:combo6,6,ok,ok,,public_resynth_no_gadgets,hwb_6,6,1,0,1,0.0,0,51,11,27.3379970544919,ok,,14.871870397643594,27.3379970544919,13.928571428571429,26.36377025036819,3.8556701030927836,3.857142857142857,7.087628865979381,3.857142857142857,7.541237113402062,29.087628865979383,ok,,1463,27,39501,748,27,20196,51,820,1375,27,37125,1735,51,1684,25,3079,461,1,1735,1.0,1375,1.7756632064590543,1437,27,38799,1659,774,27,20898,845,26,689,0.48872180451127817,3.903225806451613,2.935483870967742,8.308755760368664,7.541237113402062,0.4857142857142857,0.4583333333333333,6.586206896551724,51,11,1463,2101,0.02427415516420752,0.19921875,52,51,1.0,0.0392156862745098,0.21568627450980393,results/public_resynth_structural/public_resynth_structural/hwb_6/structural_combinations/combo6/assembled.qasm
hwb_6,hwb_6:combo7,7,ok,ok,,public_resynth_no_gadgets,hwb_6,7,1,0,1,0.0,0,51,14,28.749631811487482,ok,,16.223858615611192,28.749631811487482,15.280559646539027,27.775405007363773,4.206185567010309,3.857142857142857,7.453608247422681,3.857142857142857,7.912371134020619,30.519145802650957,ok,,1535,27,41445,816,27,22032,51,857,1446,27,39042,1776,51,1725,24,3159,463,1,1776,1.0,1446,1.779718309859155,1509,27,40743,1699,842,27,22734,883,26,693,0.46840390879478827,4.216589861751152,3.248847926267281,8.640552995391705,7.912371134020619,0.4857142857142857,0.5833333333333334,6.7272727272727275,51,14,1535,2146,0.023765144454799627,0.19577735124760076,52,51,1.0,0.0196078431372549,0.27450980392156865,results/public_resynth_structural/public_resynth_structural/hwb_6/structural_combinations/combo7/assembled.qasm
